"Time","BTC Total supply","BTC Market cap","ETH OKX Exchange address outflow","Number of OKC tokens","bitcoin:1KgeqstG8a19jNzUhRyVhwppMMJXp8id8L"
01/03/2009,0,,,,
01/04/2009,0,,,,
02/04/2009,0,,,,
01/05/2009,0,,,,
02/05/2009,0,,,,
01/06/2009,0,,,,
02/06/2009,0,,,,
01/07/2009,0,,,,
02/07/2009,0,,,,
01/08/2009,0,,,,
02/08/2009,0,,,,
03/08/2009,0,,,,
01/09/2009,0,,,,
02/09/2009,0,,,,
03/09/2009,0,,,,
04/09/2009,0,,,,
01/10/2009,0,,,,
02/10/2009,0,,,,
03/10/2009,0,,,,
04/10/2009,0,,,,
01/11/2009,0,,,,
02/11/2009,0,,,,
03/11/2009,0,,,,
04/11/2009,0,,,,
05/11/2009,0,,,,
01/12/2009,0,,,,
{date, date, ::yyyyMMdd},,,,,
02/01/2009,0,,,,
02/02/2009,0,,,,
02/03/2009,0,,,,
02/12/2009,0,,,,
03/01/2009,0,,,,
03/02/2009,0,,,,
03/03/2009,0,,,,
03/04/2009,0,,,,
03/05/2009,0,,,,
03/06/2009,0,,,,
03/07/2009,0,,,,
03/12/2009,0,,,,
04/01/2009,0,,,,
04/02/2009,0,,,,
04/03/2009,0,,,,
04/04/2009,0,,,,
04/05/2009,0,,,,
04/06/2009,0,,,,
04/07/2009,0,,,,
04/08/2009,0,,,,
04/12/2009,0,,,,
05/01/2009,0,,,,
05/02/2009,0,,,,
05/03/2009,0,,,,
05/04/2009,0,,,,
05/05/2009,0,,,,
05/06/2009,0,,,,
05/07/2009,0,,,,
05/08/2009,0,,,,
05/09/2009,0,,,,
05/10/2009,0,,,,
05/12/2009,0,,,,
06/01/2009,0,,,,
06/02/2009,0,,,,
06/03/2009,0,,,,
06/04/2009,0,,,,
06/05/2009,0,,,,
06/06/2009,0,,,,
06/07/2009,0,,,,
06/08/2009,0,,,,
06/09/2009,0,,,,
06/10/2009,0,,,,
06/11/2009,0,,,,
06/12/2009,0,,,,
07/01/2009,0,,,,
07/02/2009,0,,,,
07/03/2009,0,,,,
07/04/2009,0,,,,
07/05/2009,0,,,,
07/06/2009,0,,,,
07/07/2009,0,,,,
07/08/2009,0,,,,
07/09/2009,0,,,,
07/10/2009,0,,,,
07/11/2009,0,,,,
07/12/2009,0,,,,
08/01/2009,0,,,,
08/02/2009,0,,,,
08/03/2009,0,,,,
08/04/2009,0,,,,
08/05/2009,0,,,,
08/06/2009,0,,,,
08/07/2009,0,,,,
08/08/2009,0,,,,
08/09/2009,0,,,,
08/10/2009,0,,,,
08/11/2009,0,,,,
08/12/2009,0,,,,
09/01/2009,0,,,,
09/02/2009,0,,,,
09/03/2009,0,,,,
09/04/2009,0,,,,
09/05/2009,0,,,,
09/06/2009,0,,,,
09/07/2009,0,,,,
09/08/2009,0,,,,
09/09/2009,0,,,,
09/10/2009,0,,,,
09/11/2009,0,,,,
09/12/2009,0,,,,
10/01/2009,0,,,,
10/02/2009,0,,,,
10/03/2009,0,,,,
10/04/2009,0,,,,
10/05/2009,0,,,,
10/06/2009,0,,,,
10/07/2009,0,,,,
10/08/2009,0,,,,
10/09/2009,0,,,,
10/10/2009,0,,,,
10/11/2009,0,,,,
10/12/2009,0,,,,
11/01/2009,0,,,,
11/02/2009,0,,,,
11/03/2009,0,,,,
11/04/2009,0,,,,
11/05/2009,0,,,,
11/06/2009,0,,,,
11/07/2009,0,,,,
11/08/2009,0,,,,
11/09/2009,0,,,,
11/10/2009,0,,,,
11/11/2009,0,,,,
11/12/2009,0,,,,
12/01/2009,0,,,,
12/02/2009,0,,,,
12/03/2009,0,,,,
12/04/2009,0,,,,
12/05/2009,0,,,,
12/06/2009,0,,,,
12/07/2009,0,,,,
12/08/2009,0,,,,
12/09/2009,0,,,,
12/10/2009,0,,,,
12/11/2009,0,,,,
12/12/2009,0,,,,
01/01/2010,0,,,,
01/02/2010,0,,,,
01/03/2010,0,,,,
01/04/2010,0,,,,
01/05/2010,0,,,,
01/06/2010,0,,,,
01/07/2010,0,,,,
01/08/2010,0,,,,
01/09/2010,0,,,,
01/10/2010,0,,,,
01/11/2010,0,,,,
01/12/2010,0,,,,
02/01/2010,0,,,,
02/02/2010,0,,,,
02/03/2010,0,,,,
02/04/2010,0,,,,
02/05/2010,0,,,,
02/06/2010,0,,,,
02/07/2010,0,,,,
02/08/2010,0,,,,
02/09/2010,0,,,,
02/10/2010,0,,,,
02/11/2010,0,,,,
02/12/2010,0,,,,
03/01/2010,0,,,,
03/02/2010,0,,,,
03/03/2010,0,,,,
03/04/2010,0,,,,
03/05/2010,0,,,,
03/06/2010,0,,,,
03/07/2010,0,,,,
03/08/2010,0,,,,
03/09/2010,0,,,,
03/10/2010,0,,,,
03/11/2010,0,,,,
03/12/2010,0,,,,
04/01/2010,0,,,,
04/02/2010,0,,,,
04/03/2010,0,,,,
04/04/2010,0,,,,
04/05/2010,0,,,,
04/06/2010,0,,,,
04/07/2010,0,,,,
04/08/2010,0,,,,
04/09/2010,0,,,,
04/10/2010,0,,,,
04/11/2010,0,,,,
04/12/2010,0,,,,
05/01/2010,0,,,,
05/02/2010,0,,,,
05/03/2010,0,,,,
05/04/2010,0,,,,
05/05/2010,0,,,,
05/06/2010,0,,,,
05/07/2010,0,,,,
05/08/2010,0,,,,
05/09/2010,0,,,,
05/10/2010,0,,,,
05/11/2010,0,,,,
05/12/2010,0,,,,
06/01/2010,0,,,,
07/01/2010,0,,,,
06/02/2010,0,,,,
07/02/2010,0,,,,
08/02/2010,216216,216216,,,
06/03/2010,0,,,,
07/03/2010,0,,,,
08/03/2010,209474.76,209474.76,,,
09/03/2010,243459.78,243459.78,,,
06/04/2010,0,,,,
07/04/2010,0,,,,
08/04/2010,221231.75,221231.75,,,
09/04/2010,240917.6,240917.6,,,
06/05/2010,0,,,,
07/05/2010,0,,,,
08/05/2010,225758.34,225758.34,,,
09/05/2010,241425.8,241425.8,,,
10/05/2010,263755.73,263755.73,,,
06/06/2010,0,,,,
07/06/2010,0,,,,
08/06/2010,214916.35,214916.35,,,
09/06/2010,241520.91,241520.91,,,
10/06/2010,281172.2,281172.2,,,
11/06/2010,1534029,1534029,,,
06/07/2010,0,,,,
07/07/2010,0,,,,
08/07/2010,222409.85,222409.85,,,
09/07/2010,241949,241949,,,
10/07/2010,357058.67,357058.67,,,
11/07/2010,1099575,1099575,,,
06/08/2010,0,,,,
07/08/2010,0,,,,
08/08/2010,259962.95,259962.95,,,
09/08/2010,240917.01,240917.01,,,
10/08/2010,395066.84,395066.84,,,
11/08/2010,952812,952812,,,
12/08/2010,928923.73,928923.73,,,
06/09/2010,0,,,,
07/09/2010,0,,,,
08/09/2010,257005,257005,,,
09/09/2010,244143.99,244143.99,,,
10/09/2010,407283.08,407283.08,,,
11/09/2010,1073942.35,1073942.35,,,
12/09/2010,987327.09,987327.09,,,
06/10/2010,0,,,,
07/10/2010,0,,,,
08/10/2010,246734.2,246734.2,,,
09/10/2010,252007.66,252007.66,,,
10/10/2010,401755,401755,,,
11/10/2010,1017034.82,1017034.82,,,
12/10/2010,1106244.6,1106244.6,,,
06/11/2010,0,,,,
07/11/2010,0,,,,
08/11/2010,258541.5,258541.5,,,
09/11/2010,244010.48,244010.48,,,
10/11/2010,402072.32,402072.32,,,
11/11/2010,1224990.09,1224990.09,,,
12/11/2010,1069387,1069387,,,
06/12/2010,0,,,,
07/12/2010,0,,,,
08/01/2010,215508,215508,,,
08/12/2010,238927.35,238927.35,,,
09/01/2010,245209.76,245209.76,,,
09/02/2010,236928.6,236928.6,,,
09/12/2010,247233.9,247233.9,,,
10/01/2010,255470.05,255470.05,,,
10/02/2010,254614.82,254614.82,,,
10/03/2010,255830.59,255830.59,,,
10/04/2010,256679.63,256679.63,,,
10/12/2010,445772.25,445772.25,,,
11/01/2010,864241.41,864241.41,,,
11/02/2010,862963.9,862963.9,,,
11/03/2010,1030112.5,1030112.5,,,
11/04/2010,1184752.66,1184752.66,,,
11/05/2010,1709848,1709848,,,
11/12/2010,1263403.8,1263403.8,,,
12/01/2010,1212690.75,1212690.75,,,
12/02/2010,1196328.57,1196328.57,,,
12/03/2010,983866.3,983866.3,,,
12/04/2010,933660,933660,,,
12/05/2010,979210.2,979210.2,,,
12/06/2010,1138412.73,1138412.73,,,
12/07/2010,1151696.58,1151696.58,,,
12/12/2010,1119279.65,1119279.65,,,
01/01/2011,1510543.93,1510543.93,,,
01/02/2011,1487862,1487862,,,
01/03/2011,1509966.56,1509966.56,,,
01/04/2011,1512041.98,1512041.98,,,
01/05/2011,1509593.5,1509593.5,,,
01/06/2011,1623328,1623328,,,
01/07/2011,1641026.24,1641026.24,,,
01/08/2011,1644021.55,1644021.55,,,
01/09/2011,1665151.77,1665151.77,,,
01/10/2011,1667748.16,1667748.16,,,
02/10/2011,5749992.87,5749992.87,,,
01/11/2011,1630518.54,1630518.54,,,
02/11/2011,5813155.7,5813155.7,,,
01/12/2011,1627414.16,1627414.16,,,
02/01/2011,3789036.2,3789036.2,,,
02/02/2011,3690762.54,3690762.54,,,
02/03/2011,4305396.25,4305396.25,,,
02/04/2011,4825740.98,4825740.98,,,
02/05/2011,4777298.44,4777298.44,,,
02/06/2011,4749885.5,4749885.5,,,
02/07/2011,4907444.4,4907444.4,,,
02/08/2011,5807633.4,5807633.4,,,
02/09/2011,5231121.48,5231121.48,,,
02/12/2011,5663437.5,5663437.5,,,
03/01/2011,5234867.04,5234867.04,,,
03/02/2011,5238807.47,5238807.47,,,
03/03/2011,5036536.44,5036536.44,,,
03/04/2011,5098408.24,5098408.24,,,
03/05/2011,4977806.81,4977806.81,,,
03/06/2011,4980007.54,4980007.54,,,
03/07/2011,4904133.63,4904133.63,,,
03/08/2011,4880046.05,4880046.05,,,
03/09/2011,5271817.9,5271817.9,,,
03/10/2011,4978512,4978512,,,
03/11/2011,5199827.4,5199827.4,,,
03/12/2011,5060998.42,5060998.42,,,
04/01/2011,4549031.33,4549031.33,,,
04/02/2011,4538103.45,4538103.45,,,
04/03/2011,3967528,3967528,,,
04/04/2011,4149595,4149595,,,
04/05/2011,4330443,4330443,,,
04/06/2011,4417004.17,4417004.17,,,
04/07/2011,4400603.82,4400603.82,,,
04/08/2011,4386666.28,4386666.28,,,
04/09/2011,4335993.29,4335993.29,,,
04/10/2011,4536570.5,4536570.5,,,
04/11/2011,5074000,5074000,,,
04/12/2011,5502956.83,5502956.83,,,
05/01/2011,19431520,19431520,,,
05/02/2011,20664274.5,20664274.5,,,
05/03/2011,20749219.06,20749219.06,,,
05/04/2011,20339299.2,20339299.2,,,
05/05/2011,21101558.2,21101558.2,,,
05/06/2011,22296573.75,22296573.75,,,
05/07/2011,23711770.85,23711770.85,,,
05/08/2011,23355370,23355370,,,
05/09/2011,35737611.75,35737611.75,,,
05/10/2011,33910525,33910525,,,
05/11/2011,39290249.83,39290249.83,,,
05/12/2011,50674563.9,50674563.9,,,
06/01/2011,68212711.63,68212711.63,,,
06/02/2011,91908014.17,91908014.17,,,
06/03/2011,119897498.48,119897498.48,,,
06/04/2011,107392002.5,107392002.5,,,
06/05/2011,118543387.82,118543387.82,,,
06/06/2011,151173791.12,151173791.12,,,
06/07/2011,191783734.6,191783734.6,,,
06/08/2011,187551653.39,187551653.39,,,
06/09/2011,154914002.98,154914002.98,,,
06/10/2011,95281881.52,95281881.52,,,
06/11/2011,121967488.65,121967488.65,,,
06/12/2011,126695965.36,126695965.36,,,
07/01/2011,103497240,103497240,,,
07/02/2011,103896113.11,103896113.11,,,
07/03/2011,93102953.26,93102953.26,,,
07/04/2011,86917637.9,86917637.9,,,
07/05/2011,99713170.97,99713170.97,,,
07/06/2011,99833914.34,99833914.34,,,
07/07/2011,96852693.33,96852693.33,,,
07/08/2011,97398936,97398936,,,
07/09/2011,100009425.29,100009425.29,,,
07/10/2011,96482731.58,96482731.58,,,
07/11/2011,95258812.7,95258812.7,,,
07/12/2011,94959670.33,94959670.33,,,
08/01/2011,84003459.34,84003459.34,,,
08/02/2011,64572643.66,64572643.66,,,
08/03/2011,74991307.25,74991307.25,,,
08/04/2011,68279673.29,68279673.29,,,
08/05/2011,45534000.38,45534000.38,,,
08/06/2011,57159526.59,57159526.59,,,
08/07/2011,54855964.13,54855964.13,,,
08/08/2011,68364860.47,68364860.47,,,
08/09/2011,70312110.69,70312110.69,,,
08/10/2011,66456563.47,66456563.47,,,
08/11/2011,66548288.71,66548288.71,,,
08/12/2011,71278940.68,71278940.68,,,
09/01/2011,61933117.35,61933117.35,,,
09/02/2011,60959346.55,60959346.55,,,
09/03/2011,58854022.86,58854022.86,,,
09/04/2011,54957756.57,54957756.57,,,
09/05/2011,49501183.44,49501183.44,,,
09/06/2011,51873780.35,51873780.35,,,
09/07/2011,47201153.14,47201153.14,,,
09/08/2011,36561701.78,36561701.78,,,
09/09/2011,34490024.61,34490024.61,,,
09/10/2011,42854468.31,42854468.31,,,
09/11/2011,43959946.01,43959946.01,,,
09/12/2011,42104520,42104520,,,
10/01/2011,37146587.69,37146587.69,,,
10/02/2011,37158080.36,37158080.36,,,
10/03/2011,36716648,36716648,,,
10/04/2011,36156182.75,36156182.75,,,
10/05/2011,35110495.8,35110495.8,,,
10/06/2011,31713362.52,31713362.52,,,
10/07/2011,29758807.06,29758807.06,,,
10/08/2011,30504707.66,30504707.66,,,
10/09/2011,30410357.1,30410357.1,,,
10/10/2011,29481043.47,29481043.47,,,
10/11/2011,30927460,30927460,,,
10/12/2011,30171735.94,30171735.94,,,
11/01/2011,24657464.19,24657464.19,,,
11/02/2011,23934309.73,23934309.73,,,
11/03/2011,23197434.72,23197434.72,,,
11/04/2011,22590294.87,22590294.87,,,
11/05/2011,22515133.59,22515133.59,,,
11/06/2011,22885866.8,22885866.8,,,
11/07/2011,23208716.14,23208716.14,,,
11/08/2011,22491326.24,22491326.24,,,
11/09/2011,21745323.5,21745323.5,,,
11/10/2011,23488507.45,23488507.45,,,
11/11/2011,23184345.61,23184345.61,,,
11/12/2011,22938198.24,22938198.24,,,
12/01/2011,24224201.7,24224201.7,,,
12/02/2011,21696506.51,21696506.51,,,
12/03/2011,22061416.48,22061416.48,,,
12/04/2011,22263577.97,22263577.97,,,
12/05/2011,23712947.67,23712947.67,,,
12/06/2011,23267493.15,23267493.15,,,
12/07/2011,23407010.31,23407010.31,,,
12/08/2011,23222833.26,23222833.26,,,
12/09/2011,23969828.5,23969828.5,,,
12/10/2011,25533312.6,25533312.6,,,
12/11/2011,24731123.3,24731123.3,,,
12/12/2011,25569888.21,25569888.21,,,
01/01/2012,41809883.31,41809883.31,,,
01/02/2012,39176811,39176811,,,
01/03/2012,44868662.2,44868662.2,,,
01/04/2012,56122814.18,56122814.18,,,
01/05/2012,53883966.91,53883966.91,,,
01/06/2012,54867553.87,54867553.87,,,
07/06/2012,63709762.23,63709762.23,,,
01/07/2012,57489208.86,57489208.86,,,
07/07/2012,63955965.17,63955965.17,,,
08/07/2012,106687710.87,106687710.87,,,
01/08/2012,50979764.39,50979764.39,,,
07/08/2012,65403622.58,65403622.58,,,
08/08/2012,107415558.55,107415558.55,,,
09/08/2012,109634792.66,109634792.66,,,
01/09/2012,52103801.28,52103801.28,,,
07/09/2012,67838880.88,67838880.88,,,
08/09/2012,109780806.61,109780806.61,,,
09/09/2012,110249428.02,110249428.03,,,
01/10/2012,55793475.47,55793475.47,,,
07/10/2012,67585174.49,67585174.49,,,
08/10/2012,111340011.9,111340011.9,,,
09/10/2012,111318534.41,111318534.41,,,
10/10/2012,122001643.5,122001643.5,,,
01/11/2012,55026189.52,55026189.52,,,
07/11/2012,72558632.12,72558632.12,,,
08/11/2012,112491344.38,112491344.38,,,
09/11/2012,112518395.75,112518395.75,,,
10/11/2012,121014637.86,121014637.86,,,
11/11/2012,113342916.26,113342916.26,,,
01/12/2012,51953856.25,51953856.25,,,
02/01/2012,50334395.1,50334395.1,,,
02/02/2012,49183027.14,49183027.14,,,
02/03/2012,48553158.75,48553158.75,,,
02/04/2012,47036961.32,47036961.32,,,
02/05/2012,45466689.24,45466689.24,,,
02/06/2012,46691968.49,46691968.49,,,
02/07/2012,46457154.08,46457154.08,,,
02/08/2012,48484575.04,48484575.04,,,
02/09/2012,49171433.46,49171433.46,,,
02/10/2012,46581038.65,46581038.65,,,
02/11/2012,45911089.67,45911089.67,,,
02/12/2012,44039656.68,44039656.68,,,
03/01/2012,39946319,39946319,,,
04/01/2012,43338752.12,43338752.12,,,
03/02/2012,39135837.72,39135837.72,,,
04/02/2012,43121025.6,43121025.6,,,
03/03/2012,40927063.46,40927063.46,,,
04/03/2012,42877396.99,42877396.99,,,
05/03/2012,45251552.77,45251552.77,,,
03/04/2012,42254622.74,42254622.74,,,
04/04/2012,42897123.3,42897123.3,,,
05/04/2012,45373284.23,45373284.23,,,
06/04/2012,49501093.87,49501093.87,,,
03/05/2012,42427191.86,42427191.86,,,
04/05/2012,43052480.58,43052480.58,,,
05/05/2012,45178009.83,45178009.83,,,
06/05/2012,50058821.68,50058821.68,,,
03/06/2012,41853754.25,41853754.25,,,
04/06/2012,40886736.59,40886736.59,,,
05/06/2012,45434312.09,45434312.09,,,
06/06/2012,51284734.53,51284734.53,,,
03/07/2012,41957880.17,41957880.17,,,
04/07/2012,41905608.07,41905608.07,,,
05/07/2012,45223346.65,45223346.65,,,
06/07/2012,51692866.1,51692866.1,,,
03/08/2012,41420298.05,41420298.05,,,
04/08/2012,42433761.14,42433761.14,,,
05/08/2012,44699150.94,44699150.94,,,
06/08/2012,51080556.38,51080556.38,,,
03/09/2012,38031981,38031981,,,
04/09/2012,42318576.57,42318576.57,,,
05/09/2012,43677965.59,43677965.59,,,
06/09/2012,50256799.43,50256799.43,,,
03/10/2012,41665402.55,41665402.55,,,
04/10/2012,43182737.26,43182737.26,,,
05/10/2012,44511938.6,44511938.6,,,
06/10/2012,51369264.97,51369264.97,,,
03/11/2012,41886764.58,41886764.58,,,
04/11/2012,42975888.43,42975888.43,,,
05/11/2012,44478860.88,44478860.88,,,
06/11/2012,52591221.3,52591221.3,,,
03/12/2012,45100798.15,45100798.15,,,
04/12/2012,43322183.89,43322183.89,,,
05/01/2012,44850598.6,44850598.6,,,
05/02/2012,45509181.46,45509181.46,,,
05/12/2012,44367421.52,44367421.52,,,
06/01/2012,47946020.46,47946020.46,,,
06/02/2012,47607811.36,47607811.36,,,
06/03/2012,48124608,48124608,,,
06/12/2012,54577315.46,54577315.46,,,
07/01/2012,63281268.17,63281268.17,,,
07/02/2012,60423337.7,60423337.7,,,
07/03/2012,61037721.09,61037721.09,,,
07/04/2012,62480968.21,62480968.21,,,
07/05/2012,62247182.97,62247182.97,,,
07/12/2012,72219067.38,72219067.38,,,
08/01/2012,101497802.07,101497802.07,,,
08/02/2012,104201432.76,104201432.76,,,
08/03/2012,104851228.86,104851228.86,,,
08/04/2012,104357338.39,104357338.39,,,
08/05/2012,104398265.59,104398265.59,,,
08/06/2012,105539595.66,105539595.66,,,
08/12/2012,116444062.86,116444062.86,,,
09/01/2012,100474433.53,100474433.53,,,
09/02/2012,103738426.23,103738426.23,,,
09/03/2012,102203822.12,102203822.12,,,
09/04/2012,108319603.28,108319603.28,,,
09/05/2012,110481778.17,110481778.17,,,
09/06/2012,108779404.64,108779404.64,,,
09/07/2012,109214297.03,109214297.03,,,
09/12/2012,112936766.35,112936766.35,,,
10/01/2012,127914603.17,127914603.17,,,
10/02/2012,130480624.05,130480624.05,,,
10/03/2012,128821411.67,128821411.67,,,
10/04/2012,128238250,128238250,,,
10/05/2012,126352395.75,126352395.75,,,
10/06/2012,119470403.14,119470403.14,,,
10/07/2012,118946244.17,118946244.17,,,
10/08/2012,120343371.54,120343371.54,,,
10/09/2012,122562889.71,122562889.71,,,
10/12/2012,120508708.71,120508708.71,,,
11/01/2012,107359949.68,107359949.68,,,
11/02/2012,109775259,109775259,,,
11/03/2012,111724975.08,111724975.08,,,
11/04/2012,110587440.56,110587440.56,,,
11/05/2012,111969389.44,111969389.44,,,
11/06/2012,112506201.33,112506201.33,,,
11/07/2012,112387592.65,112387592.65,,,
11/08/2012,112049370.89,112049370.89,,,
11/09/2012,112756133.44,112756133.44,,,
11/10/2012,109289100.8,109289100.8,,,
11/12/2012,113047499.41,113047499.41,,,
12/01/2012,130768143.92,130768143.92,,,
12/02/2012,133109430.34,133109430.34,,,
12/03/2012,141099014.25,141099014.25,,,
12/04/2012,138942748.28,138942748.28,,,
12/05/2012,140633400.84,140633400.84,,,
12/06/2012,141710436.4,141710436.4,,,
12/07/2012,142658725.18,142658725.18,,,
12/08/2012,140667817.81,140667817.81,,,
12/09/2012,141902918.42,141902918.42,,,
12/10/2012,143472155.54,143472155.54,,,
12/11/2012,143956799.51,143956799.51,,,
12/12/2012,144863248.63,144863248.63,,,
01/01/2013,138430529.65,138430529.65,,,
01/02/2013,140141441.75,140141441.75,,,
01/03/2013,140016894.85,140016894.85,,,
01/04/2013,139811457.5,139811457.5,,,
01/05/2013,139859455,139859455,,,
01/06/2013,140443380,140443380,,,
01/07/2013,143686575,143686575,,,
01/08/2013,144583544,144583544,,,
01/09/2013,149104900,149104900,,,
01/10/2013,149148300,149148300,,,
01/11/2013,148017743.25,148017743.25,,,
01/12/2013,145396944,145396944,,,
02/01/2013,212713790.44,212713790.44,,,
02/02/2013,217884663.6,217884663.6,,,
02/03/2013,218022507.5,218022507.5,,,
02/04/2013,220390158.4,220390158.4,,,
02/05/2013,224741725.5,224741725.5,,,
02/06/2013,233421035.25,233421035.25,,,
02/07/2013,240934200.15,240934200.15,,,
02/08/2013,248896344.64,248896344.64,,,
02/09/2013,254650214,254650214,,,
02/10/2013,257766768,257766768,,,
02/11/2013,274286646.2,274286646.2,,,
02/12/2013,270335341.25,270335341.25,,,
03/01/2013,370559140,370559140,,,
03/02/2013,372532853.25,372532853.25,,,
03/03/2013,396772293.31,396772293.31,,,
03/04/2013,444708810,444708810,,,
03/05/2013,460906143.62,460906143.62,,,
03/06/2013,452964232.33,452964232.33,,,
03/07/2013,475732464,475732464,,,
03/08/2013,500268400,500268400,,,
03/09/2013,492764258,492764258,,,
03/10/2013,525178331.25,525178331.25,,,
03/11/2013,488205589,488205589,,,
03/12/2013,511796284,511796284,,,
04/01/2013,1271872133.17,1271872133.17,,,
04/02/2013,1456385400.18,1456385400.18,,,
04/03/2013,1483243810.87,1483243810.87,,,
04/04/2013,1559038438.45,1559038438.45,,,
04/05/2013,1550933025,1550933025,,,
04/06/2013,1815237766.94,1815237766.94,,,
04/07/2013,2038838932.87,2038838932.87,,,
04/08/2013,2526983967.49,2526983967.49,,,
04/09/2013,1763554204.22,1763554204.22,,,
04/10/2013,894927580.54,894927580.54,,,
04/11/2013,1194143981.28,1194143981.28,,,
04/12/2013,1023563160.14,1023563160.14,,,
05/01/2013,1181989599.39,1181989599.39,,,
05/02/2013,1088215103.17,1088215103.17,,,
05/03/2013,1253856083.84,1253856083.84,,,
05/04/2013,1298735801.34,1298735801.34,,,
05/05/2013,1251975737.42,1251975737.42,,,
05/06/2013,1234214323.23,1234214323.23,,,
05/07/2013,1263224623.41,1263224623.41,,,
05/08/2013,1242971727.4,1242971727.4,,,
05/09/2013,1312923995.76,1312923995.76,,,
05/10/2013,1285674982.9,1285674982.9,,,
05/11/2013,1276254212.5,1276254212.5,,,
05/12/2013,1292670278.85,1292670278.85,,,
06/01/2013,1374222853.01,1374222853.01,,,
06/02/2013,1383938974.74,1383938974.74,,,
06/03/2013,1352753122.39,1352753122.39,,,
06/04/2013,1363149566.9,1363149566.9,,,
06/05/2013,1336928889.1,1336928889.1,,,
06/06/2013,1241693717.5,1241693717.5,,,
06/07/2013,1228757488.31,1228757488.31,,,
06/08/2013,1122587074.04,1122587074.04,,,
06/09/2013,1175572824.22,1175572824.22,,,
06/10/2013,1210356243.2,1210356243.2,,,
06/11/2013,1195660809.29,1195660809.29,,,
06/12/2013,1151776274.52,1151776274.52,,,
07/01/2013,1000283254.65,1000283254.65,,,
07/02/2013,1027437250.4,1027437250.4,,,
07/03/2013,896908292.06,896908292.06,,,
07/04/2013,909772239.91,909772239.91,,,
07/05/2013,779462107.53,779462107.53,,,
07/06/2013,782556123.46,782556123.46,,,
07/07/2013,871149400.61,871149400.61,,,
07/08/2013,865832247.7,865832247.7,,,
07/09/2013,874366345.9,874366345.9,,,
07/10/2013,1003349600,1003349600,,,
07/11/2013,1014872360.87,1014872360.87,,,
07/12/2013,1072371135.02,1072371135.02,,,
08/01/2013,1205415506.31,1205415506.31,,,
08/02/2013,1201816619.95,1201816619.95,,,
08/03/2013,1207397239.91,1207397239.91,,,
08/04/2013,1209878671.65,1209878671.65,,,
08/05/2013,1228758173.9,1228758173.9,,,
08/06/2013,1229602543.75,1229602543.75,,,
08/07/2013,1230138962.5,1230138962.5,,,
08/08/2013,1188257951.93,1188257951.93,,,
08/09/2013,1185661825.18,1185661825.18,,,
08/10/2013,1188519486.96,1188519486.96,,,
08/11/2013,1212214500,1212214500,,,
08/12/2013,1235670105.04,1235670105.04,,,
09/01/2013,1614141927.57,1614141927.57,,,
09/02/2013,1579581896.86,1579581896.86,,,
09/03/2013,1590939703.53,1590939703.53,,,
09/04/2013,1477606485.95,1477606485.95,,,
09/05/2013,1475069434.54,1475069434.54,,,
09/06/2013,1386905343.38,1386905343.38,,,
09/07/2013,1448500867.16,1448500867.16,,,
09/08/2013,1422596693.62,1422596693.62,,,
09/09/2013,1486351291.51,1486351291.51,,,
09/10/2013,1470848396.87,1470848396.87,,,
09/11/2013,1584430430.65,1584430430.65,,,
09/12/2013,1553324003.65,1553324003.65,,,
10/01/2013,1555879160.94,1555879160.94,,,
10/02/2013,1349079339.05,1349079339.05,,,
10/03/2013,1455266189.41,1455266189.41,,,
10/04/2013,1517480325.07,1517480325.07,,,
10/05/2013,1514946444.2,1514946444.2,,,
10/06/2013,1528092558.33,1528092558.33,,,
10/07/2013,1496827891.23,1496827891.23,,,
10/08/2013,1486886269.42,1486886269.42,,,
10/09/2013,1544467110.37,1544467110.37,,,
10/10/2013,1545997806.25,1545997806.25,,,
10/11/2013,1548396392.84,1548396392.84,,,
10/12/2013,1599919602.88,1599919602.88,,,
11/01/2013,2457016348.62,2457016348.62,,,
11/02/2013,2460195282.82,2460195282.82,,,
11/03/2013,2564800655.73,2564800655.73,,,
11/04/2013,2739638335.45,2739638335.45,,,
11/05/2013,2926705935.91,2926705935.91,,,
11/06/2013,3129797384.45,3129797384.45,,,
11/07/2013,3563447687.98,3563447687.98,,,
11/08/2013,4051888273.28,4051888273.28,,,
11/09/2013,4175907438.13,4175907438.13,,,
11/10/2013,3897240367.83,3897240367.83,,,
11/11/2013,4110253289.77,4110253289.77,,,
11/12/2013,4326532289.12,4326532289.12,,,
12/01/2013,11480832504.77,11480832504.77,,,
12/02/2013,12631827174.67,12631827174.67,,,
12/03/2013,13013098004.75,13013098004.75,,,
12/04/2013,13925554529.07,13925554529.07,,,
12/05/2013,12597683548.98,12597683548.98,,,
12/06/2013,10099373899.5,10099373899.5,,,
12/07/2013,8433790092.99,8433790092.99,,,
12/08/2013,9604741712.26,9604741712.26,,,
